variant_and_allele,p_value,trait,gene,location
rs3849490-<b>?</b>,2e-08,schizophrenia,ROBO2,3:76420223
rs62200787-<b>T</b>,2e-08,schizophrenia,ZNF804A,2:184862626
rs2911914-<b>T</b>,2e-08,schizophrenia,Y_RNA,4:37819057
rs2911914-<b>T</b>,2e-08,schizophrenia,PGM2,4:37819057
rs76432012-<b>?</b>,2e-08,schizophrenia,UNKNOWN,Mapping not available
rs56873913-<b>T</b>,2e-08,schizophrenia,NOSIP,19:49587942
rs56873913-<b>T</b>,2e-08,schizophrenia,PRRG2,19:49587942
rs56775891-<b>T</b>,2e-08,schizophrenia,KCNG2,18:79815613
rs56775891-<b>T</b>,2e-08,schizophrenia,CTDP1,18:79815613
rs7636341-<b>?</b>,2e-08,schizophrenia,ROBO2,3:76172528
rs1132998-<b>C</b>,2e-08,schizophrenia,GSX2,4:54100752
rs439639-<b>A</b>,2e-08,schizophrenia,TMTC1,12:29764708
rs7299943-<b>?</b>,2e-08,schizophrenia,PITPNM2,12:123108938
rs1191551-<b>T</b>,2e-08,schizophrenia,RNU11-5P,14:29531199
rs1191551-<b>T</b>,2e-08,schizophrenia,PRKD1,14:29531199
rs114187207-<b>?</b>,2e-08,schizophrenia,OR5V1,6:29388810
rs2980436-<b>A</b>,2e-08,schizophrenia,FAM86B3P,8:8234503
rs11169294-<b>G</b>,2e-08,schizophrenia,CERS5,12:50168215
rs11169294-<b>G</b>,2e-08,schizophrenia,LIMA1,12:50168215
rs6467912-<b>C</b>,2e-08,schizophrenia,PCLO,7:82804512
rs4987094-<b>A</b>,2e-08,schizophrenia,TTC12,11:113345201
rs10777342-<b>?</b>,2e-08,schizophrenia,LINC02404,12:91863357
rs2957582-<b>?</b>,2e-08,schizophrenia,FRMD5,15:43965756
rs2612614-<b>?</b>,2e-08,schizophrenia,MIR124-2HG,8:64398279
rs7494766-<b>G</b>,2e-08,schizophrenia,NIN,14:50752053
rs533123-<b>?</b>,2e-08,schizophrenia,OPRD1,1:28814643
rs13261481-<b>T</b>,2e-08,schizophrenia,UNKNOWN,8:59789242
rs10860964-<b>T</b>,2e-08,schizophrenia,C12orf42,12:103202677
rs1353545-<b>C</b>,2e-08,schizophrenia,FHIT,3:60302116
rs13176930-<b>?</b>,2e-08,schizophrenia,LINC01470,5:153285161
rs783540-<b>?</b>,2e-08,schizophrenia,UNKNOWN,Mapping not available
rs156089-<b>C</b>,2e-08,schizophrenia,CYSTM1,5:140142743
rs156089-<b>C</b>,2e-08,schizophrenia,IGIP,5:140142743
rs2339519-<b>A</b>,2e-08,schizophrenia,LINC01830,2:22381268
rs281377-<b>C</b>,2e-08,schizophrenia,FUT2,19:48703346
rs4734654-<b>?</b>,2e-08,schizophrenia,KLF10,8:102657763
rs4734654-<b>?</b>,2e-08,schizophrenia,ADI1P2,8:102657763
rs73229090-<b>C</b>,2e-08,schizophrenia,GULOP,8:27584610
rs3740393-<b>?</b>,2e-08,schizophrenia,BORCS7-ASMT,10:102876898
rs3740393-<b>?</b>,2e-08,schizophrenia,AS3MT,10:102876898
rs1339227-<b>T</b>,2e-08,schizophrenia,RIMS1,6:72445999
rs2634447-<b>?</b>,2e-08,schizophrenia,PSD3,8:18584841
rs11104379-<b>G</b>,2e-08,schizophrenia,RPL23AP68,12:87266212
rs7012816-<b>A</b>,2e-08,schizophrenia,PRDM14,8:70052508
rs61847303-<b>?</b>,2e-08,schizophrenia,PRKG1,10:52180766
rs8044995-<b>A</b>,2e-08,schizophrenia,NFATC3,16:68155437
rs12325245-<b>T</b>,2e-08,schizophrenia,CNOT1,16:58647489
rs12325245-<b>T</b>,2e-08,schizophrenia,SLC38A7,16:58647489
rs12421382-<b>C</b>,2e-08,schizophrenia,C11orf87,11:109507345
rs1879250-<b>?</b>,2e-08,schizophrenia,UNKNOWN,Mapping not available
rs17659437-<b>T</b>,2e-08,schizophrenia,BRINP2,1:177337251
rs17659437-<b>T</b>,2e-08,schizophrenia,LINC01645,1:177337251
rs12845396-<b>T</b>,2e-08,schizophrenia,NLGN4X,X:6111492
rs1864774-<b>C</b>,2e-08,schizophrenia,DLG2,11:83488233
rs10149407-<b>T</b>,2e-08,schizophrenia,PRKD1,14:29718199
rs11027827-<b>C</b>,2e-08,schizophrenia,LINC02686,11:24353633
rs11532322-<b>A</b>,2e-08,schizophrenia,C12orf65,12:123246876
rs14403-<b>C</b>,2e-08,schizophrenia,AKT3,1:243500591
rs56282503-<b>?</b>,2e-08,schizophrenia,PAK6,15:40274558
rs7914558-<b>G</b>,2e-08,schizophrenia,CNNM2,10:103016151
rs12360997-<b>G</b>,2e-08,schizophrenia,Y_RNA,11:24364023
rs35065479-<b>A</b>,2e-08,schizophrenia,MSI2,17:57659374
rs28607014-<b>C</b>,2e-08,schizophrenia,NOS1,12:117270806
rs2945232-<b>C</b>,2e-08,schizophrenia,ALG1L13P,8:8240516
rs2945232-<b>C</b>,2e-08,schizophrenia,FAM86B3P,8:8240516
rs4240748-<b>?</b>,2e-08,schizophrenia,LINC02404,12:91853010
rs6704768-<b>?</b>,2e-08,schizophrenia,GIGYF2,2:232727791
rs7811417-<b>?</b>,2e-08,schizophrenia,SP4,7:21494534
rs35604463-<b>?</b>,2e-08,schizophrenia,BCL11B,14:99245695
rs146678232-<b>?</b>,2e-08,schizophrenia,GSDME,7:24737471
rs7819570-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,8:88576397
rs12652777-<b>T</b>,3.0000000000000004e-08,schizophrenia,SGCD,5:156348065
rs17073903-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available
rs76355118-<b>G</b>,3.0000000000000004e-08,schizophrenia,EPC2,2:148654436
rs2068012-<b>?</b>,3.0000000000000004e-08,schizophrenia,PRKD1,14:29721110
rs10425465-<b>T</b>,3.0000000000000004e-08,schizophrenia,PEPD,19:33407028
rs7121067-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available
rs1367858-<b>T</b>,3.0000000000000004e-08,schizophrenia,SPATS2L,2:200296048
rs11982256-<b>T</b>,3.0000000000000004e-08,schizophrenia,DMTF1,7:87170125
rs17212432-<b>T</b>,3.0000000000000004e-08,schizophrenia,PCLO,7:82811604
rs10803138-<b>A</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available
rs72769124-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,1:239046758
rs12966547-<b>G</b>,3.0000000000000004e-08,schizophrenia,LINC01929,18:55084786
rs11191580-<b>T</b>,3.0000000000000004e-08,schizophrenia,NT5C2,10:103146454
rs4630889-<b>T</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available
rs758129-<b>G</b>,3.0000000000000004e-08,schizophrenia,POLG-DT,15:89357656
rs758129-<b>G</b>,3.0000000000000004e-08,schizophrenia,MIR9-3HG,15:89357656
rs1538774-<b>G</b>,3.0000000000000004e-08,schizophrenia,SDCCAG8,1:243381525
rs12543645-<b>C</b>,3.0000000000000004e-08,schizophrenia,MSRA,8:10388815
rs114460660-<b>?</b>,3.0000000000000004e-08,schizophrenia,ZNF70P1,6:33227606
rs114460660-<b>?</b>,3.0000000000000004e-08,schizophrenia,HTATSF1P1,6:33227606
rs215412-<b>A</b>,3.0000000000000004e-08,schizophrenia,RFPL4AP3,4:23421963
rs11995572-<b>T</b>,3.0000000000000004e-08,schizophrenia,SLC45A4,8:88579854
rs10150710-<b>T</b>,3.0000000000000004e-08,schizophrenia,BCL11B,14:99253343
rs2944823-<b>A</b>,3.0000000000000004e-08,schizophrenia,CALN1,7:72330485
rs2810117-<b>T</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available
rs4619651-<b>?</b>,3.0000000000000004e-08,schizophrenia,CNNM4,2:96750416
rs4619651-<b>?</b>,3.0000000000000004e-08,schizophrenia,LMAN2L,2:96750416
rs13097727-<b>?</b>,3.0000000000000004e-08,schizophrenia,FXR1,3:180934082
rs10497655-<b>?</b>,3.0000000000000004e-08,schizophrenia,MIR548AE1,2:184597314
rs10497655-<b>?</b>,3.0000000000000004e-08,schizophrenia,ZNF804A,2:184597314
rs4619651-<b>A</b>,3.0000000000000004e-08,schizophrenia,CNNM4,2:96750416
rs4619651-<b>A</b>,3.0000000000000004e-08,schizophrenia,LMAN2L,2:96750416
rs79212538-<b>T</b>,3.0000000000000004e-08,schizophrenia,LINC01470,5:152613544
rs12623170-<b>C</b>,3.0000000000000004e-08,schizophrenia,RBKS,2:27797290
rs12623170-<b>C</b>,3.0000000000000004e-08,schizophrenia,MRPL33,2:27797290
rs11722779-<b>G</b>,3.0000000000000004e-08,schizophrenia,SLC9B1,4:102906331
rs10510653-<b>A</b>,3.0000000000000004e-08,schizophrenia,OSBPL10,3:32017067
rs6869862-<b>T</b>,3.0000000000000004e-08,schizophrenia,LINC02163,5:104550512
rs6869862-<b>T</b>,3.0000000000000004e-08,schizophrenia,RNU6-334P,5:104550512
rs2247870-<b>A</b>,3.0000000000000004e-08,schizophrenia,ADGRV1,5:90855772
rs2192932-<b>?</b>,3.0000000000000004e-08,schizophrenia,LINC01004,7:105012818
rs9358912-<b>?</b>,3.0000000000000004e-08,schizophrenia,H4C5,6:26210918
rs9358912-<b>?</b>,3.0000000000000004e-08,schizophrenia,H2BC8,6:26210918
rs112316332-<b>?</b>,3.0000000000000004e-08,schizophrenia,IGF2BP3,7:23453994
rs2439202-<b>C</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,2:193513924
rs76262184-<b>?</b>,3.0000000000000004e-08,schizophrenia,GRIA1,5:153415751
rs11098403-<b>G</b>,3.0000000000000004e-08,schizophrenia,LINC01378,4:117725752
rs72700829-<b>C</b>,3.0000000000000004e-08,schizophrenia,MCL1,1:150567705
rs2868134-<b>A</b>,3.0000000000000004e-08,schizophrenia,PRKG2,4:81095067
rs793571-<b>?</b>,3.0000000000000004e-08,schizophrenia,MINDY2,15:58849507
rs9569820-<b>?</b>,3.0000000000000004e-08,schizophrenia,LINC02338,13:58128612
rs11615992-<b>?</b>,3.0000000000000004e-08,schizophrenia,P2RX4,12:121189465
rs11615992-<b>?</b>,3.0000000000000004e-08,schizophrenia,P2RX7,12:121189465
rs1023500-<b>T</b>,3.0000000000000004e-08,schizophrenia,CENPM,22:41944840
rs10520163-<b>?</b>,3.0000000000000004e-08,schizophrenia,CLCN3,4:169705401
rs4925114-<b>?</b>,3.0000000000000004e-08,schizophrenia,RAI1,17:17807956
rs9783206-<b>TT</b>,3.0000000000000004e-08,schizophrenia,PANK1,10:89633532
rs1792709-<b>G</b>,3.0000000000000004e-08,schizophrenia,LINC01905,18:56101744
rs1792709-<b>G</b>,3.0000000000000004e-08,schizophrenia,LINC01539,18:56101744
rs12647126-<b>?</b>,3.0000000000000004e-08,schizophrenia,NEK1,4:169455554
rs8082590-<b>?</b>,3.0000000000000004e-08,schizophrenia,GID4,17:18055088
rs10204454-<b>T</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,2:193481559
rs76664468-<b>T</b>,3.0000000000000004e-08,schizophrenia,PPP2R5E,14:63530992
rs2073499-<b>G</b>,3.0000000000000004e-08,schizophrenia,RASSF1,3:50336862
rs323169-<b>?</b>,3.0000000000000004e-08,schizophrenia,MAGI2,7:78708384
rs9656169-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,7:110434219
rs6100546-<b>T</b>,3.0000000000000004e-08,schizophrenia,PHACTR3,20:59677352
rs2099108-<b>C</b>,3.0000000000000004e-08,schizophrenia,GTF2A1,14:81209076
rs7301566-<b>T</b>,3.0000000000000004e-08,schizophrenia,LIMA1,12:50187864
rs431414-<b>T</b>,3.0000000000000004e-08,schizophrenia,MINDY2,15:58855601
rs11878180-<b>?</b>,3.0000000000000004e-08,schizophrenia,GNG7,19:2686463
rs117465168-<b>?</b>,3.0000000000000004e-08,schizophrenia,DOCK3,3:51263988
rs7271624-<b>?</b>,3.0000000000000004e-08,schizophrenia,PTGIS,20:49512632
rs5757773-<b>?</b>,3.0000000000000004e-08,schizophrenia,ENTHD1,22:39691384
rs5757773-<b>?</b>,3.0000000000000004e-08,schizophrenia,CACNA1I,22:39691384
rs77441740-<b>?</b>,3.0000000000000004e-08,schizophrenia,TNFRSF13C,22:41933271
rs77441740-<b>?</b>,3.0000000000000004e-08,schizophrenia,CENPM,22:41933271
rs2106747-<b>A</b>,3.0000000000000004e-08,schizophrenia,RNA5SP228,7:23871880
rs2106747-<b>A</b>,3.0000000000000004e-08,schizophrenia,STK31,7:23871880
rs12202107-<b>T</b>,3.0000000000000004e-08,schizophrenia,SAMD3,6:130277478
rs12619354-<b>T</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,2:193138056
rs138636117-<b>?</b>,3.0000000000000004e-08,schizophrenia,MAPKAPK3,3:50636095
rs200528994-<b>?</b>,3.0000000000000004e-08,schizophrenia,LINC01470,5:152599547
rs6716963-<b>A</b>,3.0000000000000004e-08,schizophrenia,NAB1,2:193502815
rs1426271-<b>A</b>,3.0000000000000004e-08,schizophrenia,LPP,3:188469462
rs1339227-<b>C</b>,3.0000000000000004e-08,schizophrenia,RIMS1,6:72445999
rs6832165-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,4:24268587
rs192812-<b>C</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,3:161774043
rs6797774-<b>?</b>,3.0000000000000004e-08,schizophrenia,U3,3:30262715
rs60680162-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available
rs4445544-<b>C</b>,3.0000000000000004e-08,schizophrenia,NSUN6,10:18587155
rs2073499-<b>A</b>,3.0000000000000004e-08,schizophrenia,RASSF1,3:50336862
rs1376608-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available
rs679087-<b>C</b>,3.0000000000000004e-08,schizophrenia,TMTC1,12:29764332
rs6943762-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available
rs7309031-<b>C</b>,3.0000000000000004e-08,schizophrenia,LINC02882,12:74103016
rs134873-<b>?</b>,3.0000000000000004e-08,schizophrenia,TCF20,22:42261560
rs876983-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available
rs2088911-<b>G</b>,3.0000000000000004e-08,schizophrenia,LINC00571,13:38270302
rs1635298-<b>A</b>,3.0000000000000004e-08,schizophrenia,LINC02210-CRHR1,17:45666978
rs76641465-<b>?</b>,4e-08,schizophrenia,TCF4,18:55319930
rs1065861-<b>T</b>,4e-08,schizophrenia,MEF2C,5:88796133
rs2022272-<b>?</b>,4e-08,schizophrenia,H2AC11,6:27135801
rs2022272-<b>?</b>,4e-08,schizophrenia,H4C9,6:27135801
rs12190758-<b>?</b>,4e-08,schizophrenia,UNKNOWN,6:92438623
rs1997529-<b>?</b>,4e-08,schizophrenia,COX7A2P2,4:96819992
rs1997529-<b>?</b>,4e-08,schizophrenia,LINC02267,4:96819992
rs11165867-<b>?</b>,4e-08,schizophrenia,DPYD-IT1,1:97412512
rs11165867-<b>?</b>,4e-08,schizophrenia,DPYD,1:97412512
rs1975802-<b>?</b>,4e-08,schizophrenia,PLA2G15,16:68251944
rs6909479-<b>?</b>,4e-08,schizophrenia,UNKNOWN,Mapping not available
rs34053174-<b>?</b>,4e-08,schizophrenia,BCL11B,14:99255953
rs3764567-<b>T</b>,4e-08,schizophrenia,MAU2,19:19329257
rs211829-<b>T</b>,4e-08,schizophrenia,UNKNOWN,7:110408836
rs3741434-<b>?</b>,4e-08,schizophrenia,RARG,12:53211560
rs67082009-<b>A</b>,4e-08,schizophrenia,UNKNOWN,2:145662536
rs10043984-<b>T</b>,4e-08,schizophrenia,KDM3B,5:138376432
rs7001340-<b>T</b>,4e-08,schizophrenia,UNKNOWN,Mapping not available
rs7601312-<b>G</b>,4e-08,schizophrenia,UNKNOWN,Mapping not available
rs73060317-<b>?</b>,4e-08,schizophrenia,SP4,7:21480594
rs7312955-<b>?</b>,4e-08,schizophrenia,CDK2AP1,12:123263236
rs6983764-<b>?</b>,4e-08,schizophrenia,RP1,8:54828373
rs35751669-<b>G</b>,4e-08,schizophrenia,TENM3,4:182716504
rs4697446-<b>?</b>,4e-08,schizophrenia,UNKNOWN,4:24267999
rs2910032-<b>T</b>,4e-08,schizophrenia,LINC01470,5:153160794
rs6864084-<b>?</b>,4e-08,schizophrenia,GALNT10,5:154305966
rs171748-<b>A</b>,4e-08,schizophrenia,SMIM15-AS1,5:61203304
rs171748-<b>A</b>,4e-08,schizophrenia,LINC02057,5:61203304
rs13361438-<b>?</b>,4e-08,schizophrenia,LINC01470,5:152627515
rs4833558-<b>C</b>,4e-08,schizophrenia,NDST3,4:117998342
rs12139672-<b>G</b>,4e-08,schizophrenia,UNKNOWN,1:190971497
rs2358740-<b>?</b>,4e-08,schizophrenia,CACNA1D,3:53421542
rs4647903-<b>?</b>,4e-08,schizophrenia,FGFR1,8:38415064
rs323167-<b>C</b>,4e-08,schizophrenia,MAGI2,7:78707361
rs1281571-<b>A</b>,4e-08,schizophrenia,UNKNOWN,1:82454242
rs10866912-<b>A</b>,4e-08,schizophrenia,MROH6,8:143573145
rs10866912-<b>A</b>,4e-08,schizophrenia,NAPRT,8:143573145
rs2916068-<b>A</b>,4e-08,schizophrenia,UNKNOWN,Mapping not available
rs111511290-<b>A</b>,4e-08,schizophrenia,UNKNOWN,Mapping not available
rs2269372-<b>A</b>,4e-08,schizophrenia,RENBP,X:153942092
rs28886334-<b>?</b>,4e-08,schizophrenia,UNKNOWN,3:161749343
rs72843998-<b>?</b>,4e-08,schizophrenia,UNKNOWN,Mapping not available
rs9975024-<b>?</b>,4e-08,schizophrenia,NRIP1,21:15067562
rs10148671-<b>C</b>,4e-08,schizophrenia,LINC02326,14:29000167
rs427230-<b>T</b>,4e-08,schizophrenia,PPDPF,20:63523758
rs427230-<b>T</b>,4e-08,schizophrenia,PTK6,20:63523758
rs12083902-<b>?</b>,4e-08,schizophrenia,AGO4,1:35809511
rs1999512-<b>?</b>,4e-08,schizophrenia,Y_RNA,1:110779397
rs1999512-<b>?</b>,4e-08,schizophrenia,NRBF2P3,1:110779397
rs7709645-<b>?</b>,4e-08,schizophrenia,ZSWIM6,5:61435631
rs61826793-<b>?</b>,4e-08,schizophrenia,ANKRD45,1:173677634
rs61826793-<b>?</b>,4e-08,schizophrenia,KLHL20,1:173677634
rs7523273-<b>A</b>,4e-08,schizophrenia,MIR29B2CHG,1:207803738
rs6704641-<b>?</b>,4e-08,schizophrenia,SATB2,2:199299529
rs12911832-<b>A</b>,4e-08,schizophrenia,ADAM10,15:58693705
rs9330316-<b>?</b>,5e-08,schizophrenia,SH3RF3,2:109526659
rs9330316-<b>?</b>,5e-08,schizophrenia,SEPTIN10,2:109526659
rs115487049-<b>A</b>,5e-08,schizophrenia,GCFC2,2:76070217
rs115487049-<b>A</b>,5e-08,schizophrenia,SUCLA2P2,2:76070217
rs17662626-<b>A</b>,5e-08,schizophrenia,UNKNOWN,2:193119895
rs17284668-<b>?</b>,5e-08,schizophrenia,UNKNOWN,Mapping not available
rs7192086-<b>T</b>,5e-08,schizophrenia,SHISA9,16:12967754
rs74912003-<b>?</b>,5e-08,schizophrenia,TP53TG1,7:87252657
rs74912003-<b>?</b>,5e-08,schizophrenia,TMEM243,7:87252657
rs34102591-<b>G</b>,5e-08,schizophrenia,ZNF664,12:123996254
rs34102591-<b>G</b>,5e-08,schizophrenia,RFLNA,12:123996254
rs28730912-<b>T</b>,5e-08,schizophrenia,UNKNOWN,3:162062168
rs12522290-<b>C</b>,5e-08,schizophrenia,GRIA1,5:153418096
rs2909457-<b>G</b>,5e-08,schizophrenia,SLC4A10,2:161989345
rs2909457-<b>G</b>,5e-08,schizophrenia,DPP4,2:161989345
rs7577690-<b>?</b>,5e-08,schizophrenia,RETREG2,2:219180313
rs7653924-<b>?</b>,5e-08,schizophrenia,SH3RF1,4:169281711
rs112509803-<b>C</b>,5e-08,schizophrenia,GSDME,7:24695385
rs112509803-<b>C</b>,5e-08,schizophrenia,MPP6,7:24695385
rs11230827-<b>?</b>,5e-08,schizophrenia,RAB3IL1,11:61919982
rs17635239-<b>?</b>,5e-08,schizophrenia,U3,3:45265142
rs9970077-<b>A</b>,5e-08,schizophrenia,LINC01741,1:177791783
rs13170232-<b>T</b>,5e-08,schizophrenia,GRIA1,5:153519972
rs17150950-<b>?</b>,5e-08,schizophrenia,UNKNOWN,Mapping not available
rs7601312-<b>?</b>,5e-08,schizophrenia,UNKNOWN,Mapping not available
rs8058130-<b>G</b>,5e-08,schizophrenia,UNKNOWN,16:64337259
rs11899902-<b>?</b>,5e-08,schizophrenia,ALMS1,2:73404436
rs111511290-<b>?</b>,5e-08,schizophrenia,UNKNOWN,Mapping not available
rs1440849-<b>?</b>,5e-08,schizophrenia,UNKNOWN,18:29921527
rs10838634-<b>A</b>,5e-08,schizophrenia,LRP4,11:46908403
rs10043984-<b>?</b>,5e-08,schizophrenia,KDM3B,5:138376432
rs7951609-<b>?</b>,5e-08,schizophrenia,TENM4,11:79519877
rs10860964-<b>?</b>,5e-08,schizophrenia,C12orf42,12:103202677
rs75836205-<b>T</b>,5e-08,schizophrenia,UNKNOWN,Mapping not available
rs28607014-<b>?</b>,5e-08,schizophrenia,NOS1,12:117270806
rs2916068-<b>?</b>,5e-08,schizophrenia,UNKNOWN,Mapping not available
rs35751669-<b>A</b>,5e-08,schizophrenia,TENM3,4:182716504
rs80256351-<b>C</b>,5e-08,schizophrenia,ACTG1P22,2:57844458
rs80256351-<b>C</b>,5e-08,schizophrenia,VRK2,2:57844458
rs8012642-<b>C</b>,5e-08,schizophrenia,MTCYBP27,14:84203137
rs7757969-<b>T</b>,5e-08,schizophrenia,FYN,6:111810829
rs9330316-<b>A</b>,5e-08,schizophrenia,SH3RF3,2:109526659
rs9330316-<b>A</b>,5e-08,schizophrenia,SEPTIN10,2:109526659
rs7653924-<b>T</b>,6.000000000000001e-08,schizophrenia,SH3RF1,4:169281711
rs3845702-<b>A</b>,6.000000000000001e-08,schizophrenia,CWC22,2:179983761
rs1792709-<b>A</b>,6.000000000000001e-08,schizophrenia,LINC01905,18:56101744
rs1792709-<b>A</b>,6.000000000000001e-08,schizophrenia,LINC01539,18:56101744
rs13376709-<b>C</b>,6.000000000000001e-08,schizophrenia,AKT3,1:243527189
rs181900-<b>C</b>,6.000000000000001e-08,schizophrenia,MEF2C-AS2,5:88709751
rs35430959-<b>C</b>,6.000000000000001e-08,schizophrenia,PNPP1,2:76238162
rs248083-<b>A</b>,6.000000000000001e-08,schizophrenia,MRPS5P3,5:127174476
rs248083-<b>A</b>,6.000000000000001e-08,schizophrenia,SELENOTP2,5:127174476
rs9292918-<b>?</b>,6.000000000000001e-08,schizophrenia,HCN1,5:45300933
rs6550435-<b>G</b>,6.000000000000001e-08,schizophrenia,TRANK1,3:36822998
rs6550435-<b>G</b>,6.000000000000001e-08,schizophrenia,LINC02033,3:36822998
rs2239547-<b>?</b>,6.000000000000001e-08,schizophrenia,ITIH4,3:52821213
rs13168670-<b>?</b>,6.000000000000001e-08,schizophrenia,VTRNA1-3,5:140767314
rs13168670-<b>?</b>,6.000000000000001e-08,schizophrenia,PCDHA1,5:140767314
rs7022054-<b>G</b>,6.000000000000001e-08,schizophrenia,KDM4C,9:7173500
rs7004633-<b>?</b>,6.000000000000001e-08,schizophrenia,UNKNOWN,8:88748082
rs1451488-<b>G</b>,6.000000000000001e-08,schizophrenia,RNU7-147P,2:199125384
rs7193419-<b>T</b>,7e-08,schizophrenia,LINC02858,16:63663230
rs7193419-<b>T</b>,7e-08,schizophrenia,LINC02165,16:63663230
rs9272219-<b>G</b>,7e-08,schizophrenia,HLA-DQA1,6:32634492
rs1483242-<b>G</b>,7e-08,schizophrenia,UNKNOWN,2:185179900
rs9695226-<b>G</b>,7e-08,schizophrenia,UNKNOWN,Mapping not available
rs9928653-<b>?</b>,7e-08,schizophrenia,NFATC3,16:68218176
rs7372960-<b>T</b>,7e-08,schizophrenia,FOXP1,3:71205600
rs2381759-<b>A</b>,7e-08,schizophrenia,UNKNOWN,2:145670463
rs7099380-<b>A</b>,7e-08,schizophrenia,CACNB2,10:18260087
rs12327082-<b>T</b>,7e-08,schizophrenia,NOL4,18:34011495
rs7523273-<b>?</b>,7e-08,schizophrenia,MIR29B2CHG,1:207803738
rs2358740-<b>G</b>,7e-08,schizophrenia,CACNA1D,3:53421542
rs1355585-<b>?</b>,7e-08,schizophrenia,UNKNOWN,15:70294278
rs714031-<b>C</b>,8e-08,schizophrenia,CACNA1I,22:39674229
rs59724122-<b>?</b>,8e-08,schizophrenia,GULOP,8:27567179
rs13025591-<b>?</b>,8e-08,schizophrenia,AGAP1,2:235886699
rs7273691-<b>T</b>,8e-08,schizophrenia,PHACTR3,20:59678449
rs11790388-<b>G</b>,8e-08,schizophrenia,RALGPS1,9:126978004
rs12431410-<b>C</b>,8e-08,schizophrenia,RTN1,14:59699304
rs34753377-<b>T</b>,9e-08,schizophrenia,SPG7,16:89543010
rs876983-<b>T</b>,9e-08,schizophrenia,UNKNOWN,Mapping not available
rs79193624-<b>T</b>,9e-08,schizophrenia,RTKN2,10:62240577
rs10046758-<b>?</b>,9e-08,schizophrenia,CSMD1,8:4326648
rs34626435-<b>A</b>,9e-08,schizophrenia,NLGN1,3:173786357
rs1484141-<b>C</b>,9e-08,schizophrenia,LINC01088,4:79271670
rs1484141-<b>C</b>,9e-08,schizophrenia,NAA11,4:79271670
rs3858402-<b>G</b>,9e-08,schizophrenia,LINC02715,11:109685112
rs6019879-<b>?</b>,1e-07,schizophrenia,PTGIS,20:49514091
rs17594526-<b>T</b>,1e-07,schizophrenia,TCF4,18:55391007
rs7383287-<b>A</b>,1e-07,schizophrenia,HLA-DOB,6:32815309
rs116976860-<b>A</b>,1e-07,schizophrenia,SEC14L6,22:30551046
rs116976860-<b>A</b>,1e-07,schizophrenia,GAL3ST1,22:30551046
rs5749679-<b>T</b>,1e-07,schizophrenia,LARGE1,22:33833117
rs12138061-<b>A</b>,1e-07,schizophrenia,ELAVL4,1:50106424
rs4347184-<b>T</b>,1e-07,schizophrenia,PDE4B,1:65848311
rs4803480-<b>A</b>,1e-07,schizophrenia,CEACAM21,19:41559909
rs5891007-<b>?</b>,1e-07,schizophrenia,LSM1,8:38163493
rs17597926-<b>?</b>,1e-07,schizophrenia,CACNA1C,12:2240418
rs183823891-<b>T</b>,1e-07,schizophrenia,EFR3B,2:25129331
rs117730591-<b>C</b>,1e-07,schizophrenia,SEC14L2,22:30423355
rs2909457-<b>?</b>,1e-07,schizophrenia,SLC4A10,2:161989345
rs2909457-<b>?</b>,1e-07,schizophrenia,DPP4,2:161989345
rs71575306-<b>?</b>,1e-07,schizophrenia,MAN2A1,5:109710509
rs76091702-<b>T</b>,1e-07,schizophrenia,LINC01470,5:153103403
rs2117002-<b>A</b>,1e-07,schizophrenia,STARP1,13:65236439
rs7560272-<b>T</b>,1e-07,schizophrenia,RNU6-111P,2:73334357
rs7560272-<b>T</b>,1e-07,schizophrenia,RPSAP28,2:73334357
rs12510251-<b>A</b>,1e-07,schizophrenia,TENM3,4:182693431
rs61712019-<b>T</b>,1e-07,schizophrenia,LRRTM4,2:77477763
rs4356203-<b>?</b>,1e-07,schizophrenia,PIK3C2A,11:17138601
rs1941342-<b>A</b>,1e-07,schizophrenia,NOL4,18:34015569
rs1878874-<b>T</b>,1e-07,schizophrenia,SOX2-OT,3:181317582
rs34321714-<b>G</b>,1e-07,schizophrenia,RIMS1,6:72454442
rs1021487-<b>T</b>,1e-07,schizophrenia,LINC02494,4:58590920
rs308693-<b>G</b>,1e-07,schizophrenia,UNKNOWN,3:161767619
