,variant_and_allele,p_value,trait,gene,location,maf
469,rs722667-<b>?</b>,7e-06,bipolar disorder,PDE5A,4:119514966,-1.0
312,rs12677998-<b>G</b>,7e-06,bipolar disorder,LETM2,8:38391683,0.8932429610221944
584,rs17079247-<b>T</b>,8e-06,bipolar disorder,LINC00375,13:85091744,0.18825448613376836
315,rs66506713-<b>T</b>,8e-06,bipolar disorder,RPA1,17:1916217,0.3940179461615155
315,rs66506713-<b>T</b>,8e-06,bipolar disorder,RTN4RL1,17:1916217,0.3940179461615155
477,rs703965-<b>?</b>,8e-06,bipolar disorder,ZMIZ1,10:79195310,-1.0
208,rs7550853-<b>C</b>,8e-06,bipolar disorder,SMYD3,1:246455643,0.26509088853536616
123,rs7897194-<b>?</b>,8e-06,bipolar disorder,MIR4675,10:20503405,-1.0
209,rs255353-<b>A</b>,8e-06,bipolar disorder,MCTP1,5:94785878,0.35746037881716275
210,rs73068042-<b>G</b>,8e-06,bipolar disorder,TRANK1,3:36876910,0.9483064095883272
211,rs16842765-<b>G</b>,8e-06,bipolar disorder,UNKNOWN,2:209292126,0.6809198023565184
512,rs11622475-<b>C</b>,8e-06,bipolar disorder,TDRD9,14:104042739,0.7149851339817481
529,rs2286492-<b>?</b>,8e-06,bipolar disorder,FAM126A,7:22945391,-1.0
127,rs6510489-<b>?</b>,8e-06,bipolar disorder,KRTDAP,19:35482387,-1.0
127,rs6510489-<b>?</b>,8e-06,bipolar disorder,FFAR2,19:35482387,-1.0
546,rs1038094-<b>G</b>,9e-06,bipolar disorder,INSYN1,15:73720096,0.8785307390178
546,rs1038094-<b>G</b>,9e-06,bipolar disorder,CD276,15:73720096,0.8785307390178
556,rs7827290-<b>G</b>,9e-06,bipolar disorder,SLC45A4,8:141290216,0.31472428001110136
549,rs2289700-<b>A</b>,9e-06,bipolar disorder,CTSH,15:78932341,-1.0
124,rs312273-<b>?</b>,9e-06,bipolar disorder,CNTN1,12:40853940,-1.0
543,rs7747960-<b>A</b>,9e-06,bipolar disorder,SYNE1,6:152470339,0.1379486948593555
583,rs1930961-<b>?</b>,9e-06,bipolar disorder,CRYBB2P1,22:25479298,-1.0
214,chr7_130876812_D-<b>?</b>,9e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
215,rs111930716-<b>A</b>,9e-06,bipolar disorder,LINC01505,9:105992588,0.023875066172578084
544,rs4770394-<b>A</b>,9e-06,bipolar disorder,HMGA1P6,13:23118839,0.9515680323722813
216,rs6788153-<b>T</b>,9e-06,bipolar disorder,FGF12,3:192499942,0.9439319887106766
533,rs10982256-<b>?</b>,9e-06,bipolar disorder,WHRN,9:114498554,-1.0
666,rs149898505-<b>T</b>,9e-06,bipolar disorder,PHAX,5:126622335,0.964425622022234
443,rs1035050-<b>T</b>,9e-06,bipolar disorder,NGFR,17:49486650,0.5828858864128209
443,rs1035050-<b>T</b>,9e-06,bipolar disorder,LINC02075,17:49486650,0.5828858864128209
129,rs6124684-<b>?</b>,9e-06,bipolar disorder,KCNS1,20:45092852,-1.0
213,chr15_96034210_I-<b>?</b>,9e-06,bipolar disorder,UNKNOWN,Mapping not available,-1.0
