,variant_and_allele,p_value,trait,gene,location,maf
362,rs4243617-<b>?</b>,6.000000000000001e-09,schizophrenia,RTN1,14:59698352,-1.0
2440,rs13017997-<b>T</b>,6.000000000000001e-09,schizophrenia,LINC01876,2:155988248,0.8196523053665911
2372,rs319227-<b>A</b>,6.000000000000001e-09,schizophrenia,PPP2R2B,5:146866199,0.6598084886128365
893,rs1837495-<b>G</b>,6.000000000000001e-09,schizophrenia,PLCL1,2:198056477,0.31933332384260577
49,rs62152284-<b>T</b>,6.000000000000001e-09,schizophrenia,AHCYP3,2:104367929,0.0896275219865494
2184,rs7801375-<b>?</b>,6.000000000000001e-09,schizophrenia,CAPZA1P4,7:131882504,-1.0
2185,rs7191183-<b>?</b>,6.000000000000001e-09,schizophrenia,GRIN2A,16:9806200,-1.0
722,rs12541020-<b>T</b>,6.000000000000001e-09,schizophrenia,CSMD1,8:4960070,0.28008827082532534
1927,rs12421382-<b>?</b>,6.000000000000001e-09,schizophrenia,C11orf87,11:109507345,-1.0
139,rs619091-<b>T</b>,6.000000000000001e-09,schizophrenia,LINC02730,11:134014242,0.5791953414505029
402,rs72829007-<b>?</b>,6.000000000000001e-09,schizophrenia,RN7SL591P,10:62328196,-1.0
402,rs72829007-<b>?</b>,6.000000000000001e-09,schizophrenia,LINC02621,10:62328196,-1.0
1885,rs7527939-<b>C</b>,6.000000000000001e-09,schizophrenia,HHAT,1:210362681,0.8032873298830746
660,rs2239063-<b>A</b>,6.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,0.7456989247311828
576,rs78681500-<b>C</b>,6.000000000000001e-09,schizophrenia,SPATS2L,2:200322593,1.0
2434,rs3742658-<b>C</b>,6.000000000000001e-09,schizophrenia,TTC7B,14:90657500,0.925438473803463
2512,rs9695226-<b>?</b>,6.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
2088,rs72841270-<b>?</b>,6.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
482,rs215412-<b>?</b>,6.000000000000001e-09,schizophrenia,RFPL4AP3,4:23421963,-1.0
622,rs117074560-<b>T</b>,7.000000000000001e-09,schizophrenia,FUT9,6:96011775,0.04407605752452013
622,rs117074560-<b>T</b>,7.000000000000001e-09,schizophrenia,KRT18P50,6:96011775,0.04407605752452013
1714,rs1106568-<b>G</b>,7.000000000000001e-09,schizophrenia,GPM6A,4:175940150,0.24301261518279596
433,rs946106-<b>?</b>,7.000000000000001e-09,schizophrenia,AGBL4,1:49462817,-1.0
433,rs946106-<b>?</b>,7.000000000000001e-09,schizophrenia,AGBL4-IT1,1:49462817,-1.0
532,rs4365348-<b>?</b>,7.000000000000001e-09,schizophrenia,ATPAF2,17:18009234,-1.0
532,rs4365348-<b>?</b>,7.000000000000001e-09,schizophrenia,DRC3,17:18009234,-1.0
2046,rs144478515-<b>?</b>,7.000000000000001e-09,schizophrenia,ZBED9,6:28593450,-1.0
335,rs9420-<b>?</b>,7.000000000000001e-09,schizophrenia,SELENOH,11:57742822,-1.0
1865,rs2373000-<b>T</b>,7.000000000000001e-09,schizophrenia,QPCT,2:37365485,0.43615713700418285
2186,rs7010876-<b>?</b>,7.000000000000001e-09,schizophrenia,MMP16,8:88252522,-1.0
2013,rs12691548-<b>?</b>,7.000000000000001e-09,schizophrenia,AKT3,1:243656826,-1.0
628,rs7789569-<b>T</b>,7.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,0.4132246598847898
388,rs78895722-<b>?</b>,7.000000000000001e-09,schizophrenia,RPL10AP3,8:34223067,-1.0
1386,rs2018916-<b>C</b>,7.000000000000001e-09,schizophrenia,LINC02165,16:63666604,0.5031762837480148
497,rs13019859-<b>?</b>,7.000000000000001e-09,schizophrenia,UNKNOWN,2:193062410,-1.0
2423,rs303739-<b>C</b>,7.000000000000001e-09,schizophrenia,CDCA4P1,9:14505994,0.11157297439957772
1015,rs3768644-<b>G</b>,7.000000000000001e-09,schizophrenia,CYP26B1,2:72134376,0.8974060349391212
2053,rs2016358-<b>?</b>,7.000000000000001e-09,schizophrenia,SNAP91,6:83574014,-1.0
2500,rs12485034-<b>?</b>,7.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
1468,rs73388146-<b>G</b>,7.000000000000001e-09,schizophrenia,CMAHP,6:25170440,0.9468403547671841
745,rs12622667-<b>C</b>,8e-09,schizophrenia,EPC2,2:148762617,0.06352725326809877
2436,rs200450-<b>G</b>,8e-09,schizophrenia,DNAJC11,1:6665170,0.41162741353702526
526,rs28419375-<b>?</b>,8e-09,schizophrenia,LINC02264,4:117906596,-1.0
2024,rs747462-<b>?</b>,8e-09,schizophrenia,NGEF,2:232925461,-1.0
311,rs4908972-<b>?</b>,8e-09,schizophrenia,TBC1D5,3:17754700,-1.0
931,rs7267348-<b>C</b>,8e-09,schizophrenia,UNKNOWN,Mapping not available,0.2676019057702488
735,rs75575209-<b>T</b>,8e-09,schizophrenia,VRK2,2:57911057,0.035279218429622484
1956,rs1023500-<b>?</b>,8e-09,schizophrenia,CENPM,22:41944840,-1.0
365,rs1676062-<b>?</b>,8e-09,schizophrenia,MTCYBP27,14:84178478,-1.0
675,rs7288455-<b>A</b>,8e-09,schizophrenia,CACNA1I,22:39570542,0.39740741404332325
675,rs7288455-<b>A</b>,8e-09,schizophrenia,RPS19BP1,22:39570542,0.39740741404332325
894,rs60005721-<b>A</b>,8e-09,schizophrenia,CMAHP,6:25262991,1.0
406,rs10515678-<b>?</b>,8e-09,schizophrenia,LINC01470,5:152943676,-1.0
685,rs12093576-<b>T</b>,8e-09,schizophrenia,SDCCAG8,1:243492595,0.39191937869822485
685,rs12093576-<b>T</b>,8e-09,schizophrenia,AKT3,1:243492595,0.39191937869822485
2187,rs139425113-<b>?</b>,8e-09,schizophrenia,CSMD1,8:4323090,-1.0
52,rs4388249-<b>T</b>,8e-09,schizophrenia,MAN2A1,5:109700365,0.18004372267332916
333,rs11038391-<b>?</b>,8e-09,schizophrenia,LINC02696,11:45308670,-1.0
333,rs11038391-<b>?</b>,8e-09,schizophrenia,SYT13,11:45308670,-1.0
1020,rs6704641-<b>A</b>,8e-09,schizophrenia,SATB2,2:199299529,0.7383975812547241
581,rs7757969-<b>C</b>,8e-09,schizophrenia,FYN,6:111810829,0.1461502675040707
360,rs75365967-<b>?</b>,8e-09,schizophrenia,LINC02326,14:29004453,-1.0
895,rs11658257-<b>G</b>,8e-09,schizophrenia,GID4,17:18053145,0.37681407839104103
538,rs73477270-<b>?</b>,8e-09,schizophrenia,TCF4,18:55425653,-1.0
2008,rs1023330-<b>?</b>,9.000000000000001e-09,schizophrenia,TLCD4-RWDD3,1:95121217,-1.0
2008,rs1023330-<b>?</b>,9.000000000000001e-09,schizophrenia,TLCD4,1:95121217,-1.0
2437,rs7584565-<b>T</b>,9.000000000000001e-09,schizophrenia,PRKD3,2:37323760,0.6411909544482602
2095,rs3858402-<b>?</b>,9.000000000000001e-09,schizophrenia,LINC02715,11:109685112,-1.0
1495,rs7801375-<b>G</b>,9.000000000000001e-09,schizophrenia,CAPZA1P4,7:131882504,0.8026271697607399
768,rs10894308-<b>G</b>,9.000000000000001e-09,schizophrenia,RN7SL167P,11:131022000,0.5655520533552602
2083,rs1023497-<b>?</b>,9.000000000000001e-09,schizophrenia,CENPM,22:41944504,-1.0
794,rs13266463-<b>G</b>,9.000000000000001e-09,schizophrenia,TSNARE1,8:142322332,0.3866031862601918
82,rs2381759-<b>T</b>,9.000000000000001e-09,schizophrenia,UNKNOWN,2:145670463,0.15786130227633668
422,rs79527984-<b>?</b>,9.000000000000001e-09,schizophrenia,CALN1,7:72387188,-1.0
512,rs2236989-<b>?</b>,9.000000000000001e-09,schizophrenia,CACNA2D2,3:50467964,-1.0
2460,rs2143757-<b>G</b>,9.000000000000001e-09,schizophrenia,LINC01725,1:83801108,0.8779904306220095
1688,rs4711350-<b>G</b>,9.000000000000001e-09,schizophrenia,LEMD2,6:33773939,0.8077992277992277
494,rs11958187-<b>?</b>,9.000000000000001e-09,schizophrenia,PPP2R2B,5:147055600,-1.0
861,rs783540-<b>G</b>,9.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,0.38625458180606465
1866,rs6878284-<b>C</b>,9.000000000000001e-09,schizophrenia,SLCO6A1,5:102434022,0.3554260367237467
507,rs59721702-<b>?</b>,9.000000000000001e-09,schizophrenia,OSBPL10,3:32021957,-1.0
2563,rs2789605-<b>?</b>,9.000000000000001e-09,schizophrenia,UNKNOWN,Mapping not available,-1.0
1870,rs4801131-<b>C</b>,1e-08,schizophrenia,LINC01929,18:55085469,0.60647795318454
562,rs78885399-<b>C</b>,1e-08,schizophrenia,SPPL3,12:120741095,0.9902032308494008
562,rs78885399-<b>C</b>,1e-08,schizophrenia,ACADS,12:120741095,0.9902032308494008
496,rs1483245-<b>?</b>,1e-08,schizophrenia,BCL11A,2:185182339,-1.0
1663,rs385492-<b>T</b>,1e-08,schizophrenia,ZFP57,6:29681770,0.4353390211046251
1663,rs385492-<b>T</b>,1e-08,schizophrenia,ZDHHC20P1,6:29681770,0.4353390211046251
1415,rs55833108-<b>T</b>,1e-08,schizophrenia,CNNM2,10:102981826,0.16444489671313728
1558,rs12446487-<b>C</b>,1e-08,schizophrenia,CNOT1,16:58637911,0.10772221477409841
1558,rs12446487-<b>C</b>,1e-08,schizophrenia,SLC38A7,16:58637911,0.10772221477409841
1988,rs73388146-<b>?</b>,1e-08,schizophrenia,CMAHP,6:25170440,-1.0
2532,rs10803138-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
1026,rs832187-<b>C</b>,1e-08,schizophrenia,THOC7,3:63847374,0.4088562194545168
1026,rs832187-<b>C</b>,1e-08,schizophrenia,C3orf49,3:63847374,0.4088562194545168
1868,rs12991836-<b>C</b>,1e-08,schizophrenia,ZEB2,2:144383974,0.33628714914002195
387,rs73229090-<b>?</b>,1e-08,schizophrenia,GULOP,8:27584610,-1.0
1028,rs10503253-<b>A</b>,1e-08,schizophrenia,CSMD1,8:4323322,0.1946030881769813
1867,rs4687552-<b>T</b>,1e-08,schizophrenia,ITIH3,3:52804386,0.6630434782608695
468,rs11986274-<b>?</b>,1e-08,schizophrenia,FGFR1,8:38401963,-1.0
468,rs11986274-<b>?</b>,1e-08,schizophrenia,LETM2,8:38401963,-1.0
1833,rs13194053-<b>T</b>,1e-08,schizophrenia,MIR3143,6:27176104,0.842378561774198
1833,rs13194053-<b>T</b>,1e-08,schizophrenia,RPL10P2,6:27176104,0.842378561774198
475,rs11665111-<b>?</b>,1e-08,schizophrenia,KCNG2,18:79862996,-1.0
2427,rs11226509-<b>C</b>,1e-08,schizophrenia,CASP12,11:104802933,0.5354685018528322
1847,rs10489202-<b>A</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
2439,rs13416544-<b>G</b>,1e-08,schizophrenia,TMEM17,2:62494761,0.48321863419798833
2439,rs13416544-<b>G</b>,1e-08,schizophrenia,RN7SL18P,2:62494761,0.48321863419798833
935,rs17002069-<b>C</b>,1e-08,schizophrenia,MRTFA,22:40654982,0.884379681329157
935,rs17002069-<b>C</b>,1e-08,schizophrenia,GAPDHP37,22:40654982,0.884379681329157
2191,rs1120004-<b>?</b>,1e-08,schizophrenia,SOX5,12:23480498,-1.0
147,rs10940346-<b>G</b>,1e-08,schizophrenia,EMB,5:50510208,0.4679262209428419
2371,rs6848123-<b>A</b>,1e-08,schizophrenia,LINC01088,4:79282271,0.5289041821069349
2371,rs6848123-<b>A</b>,1e-08,schizophrenia,NAA11,4:79282271,0.5289041821069349
2190,rs215411-<b>?</b>,1e-08,schizophrenia,RFPL4AP3,4:23421980,-1.0
2480,rs2810117-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
602,rs7733403-<b>A</b>,1e-08,schizophrenia,PCDHA1,5:140774630,0.6069985109551159
602,rs7733403-<b>A</b>,1e-08,schizophrenia,VTRNA1-3,5:140774630,0.6069985109551159
2189,rs12148337-<b>?</b>,1e-08,schizophrenia,UNKNOWN,15:70296933,-1.0
600,rs3756766-<b>A</b>,1e-08,schizophrenia,FAM53C,5:138337478,0.2812115449155386
600,rs3756766-<b>A</b>,1e-08,schizophrenia,CDC25C,5:138337478,0.2812115449155386
2188,rs4650963-<b>?</b>,1e-08,schizophrenia,LINC01645,1:177340354,-1.0
2188,rs4650963-<b>?</b>,1e-08,schizophrenia,BRINP2,1:177340354,-1.0
344,rs2917568-<b>?</b>,1e-08,schizophrenia,OPCML,11:132698359,-1.0
645,rs7267348-<b>T</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,0.7323980942297512
2538,rs2581109-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
2374,rs9386072-<b>A</b>,1e-08,schizophrenia,UTRN,6:144538373,0.9432263531405571
2368,rs10178509-<b>T</b>,1e-08,schizophrenia,AGAP1,2:235884194,0.6076760190577025
699,rs832187-<b>T</b>,1e-08,schizophrenia,THOC7,3:63847374,0.5911437805454832
699,rs832187-<b>T</b>,1e-08,schizophrenia,C3orf49,3:63847374,0.5911437805454832
919,rs72843506-<b>A</b>,1e-08,schizophrenia,SPECC1,17:20042974,0.10398505603985056
630,rs11766321-<b>T</b>,1e-08,schizophrenia,DGKI,7:137392157,0.3063525674960296
343,rs10791099-<b>?</b>,1e-08,schizophrenia,LINC02551,11:130848918,-1.0
1031,rs7819570-<b>T</b>,1e-08,schizophrenia,UNKNOWN,8:88576397,0.19406047516198704
1974,rs34312605-<b>?</b>,1e-08,schizophrenia,FXR1,3:180872509,-1.0
443,rs6703335-<b>?</b>,1e-08,schizophrenia,SDCCAG8,1:243445665,-1.0
2393,rs28473013-<b>T</b>,1e-08,schizophrenia,RNF111,15:58920827,0.1865932436725617
2393,rs28473013-<b>T</b>,1e-08,schizophrenia,SLTM,15:58920827,0.1865932436725617
1960,rs9428966-<b>?</b>,1e-08,schizophrenia,AKT3,1:243504598,-1.0
312,rs1106568-<b>?</b>,1e-08,schizophrenia,GPM6A,4:175940150,-1.0
110,rs7010876-<b>T</b>,1e-08,schizophrenia,MMP16,8:88252522,0.43133696309739866
313,rs62378245-<b>?</b>,1e-08,schizophrenia,MEF2C-AS1,5:89448145,-1.0
314,rs7235891-<b>?</b>,1e-08,schizophrenia,LINC01415,18:55787543,-1.0
314,rs7235891-<b>?</b>,1e-08,schizophrenia,LINC01416,18:55787543,-1.0
534,rs61257528-<b>?</b>,1e-08,schizophrenia,SPECC1,17:20028279,-1.0
426,rs1357318-<b>?</b>,1e-08,schizophrenia,SGCE,7:94638550,-1.0
1729,rs112973353-<b>T</b>,1e-08,schizophrenia,ASPG,14:104071343,0.09717703349282297
1729,rs112973353-<b>T</b>,1e-08,schizophrenia,TDRD9,14:104071343,0.09717703349282297
1961,rs13011472-<b>?</b>,1e-08,schizophrenia,ACTG1P22,2:57734467,-1.0
446,rs59159185-<b>?</b>,1e-08,schizophrenia,VRK2,2:57874972,-1.0
954,rs17439799-<b>C</b>,1e-08,schizophrenia,IMMP2L,7:111101521,0.5395783948526922
954,rs17439799-<b>C</b>,1e-08,schizophrenia,LRRN3,7:111101521,0.5395783948526922
519,rs62244881-<b>?</b>,1e-08,schizophrenia,FOXP1,3:71519926,-1.0
635,rs9695226-<b>A</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,0.6706263498920086
573,rs359260-<b>G</b>,1e-08,schizophrenia,MIR4432HG,2:60259801,0.4754018509498295
454,rs13004237-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
2454,rs9595066-<b>T</b>,1e-08,schizophrenia,LINC00390,13:44132132,0.21173623714458562
2454,rs9595066-<b>T</b>,1e-08,schizophrenia,SMIM2-AS1,13:44132132,0.21173623714458562
897,rs10803138-<b>G</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,0.766959083908123
541,rs337718-<b>?</b>,1e-08,schizophrenia,UNKNOWN,18:72107043,-1.0
785,rs13259407-<b>C</b>,1e-08,schizophrenia,PSD3,8:18565413,0.4819296290399618
2526,rs4762557-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
787,rs11778040-<b>C</b>,1e-08,schizophrenia,GULOP,8:27562290,0.8176652460934236
548,rs12104272-<b>?</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
2064,rs74804370-<b>?</b>,1e-08,schizophrenia,UNKNOWN,8:34141053,-1.0
2457,rs62065467-<b>C</b>,1e-08,schizophrenia,ZNF207,17:32433299,0.5763366860772896
2457,rs62065467-<b>C</b>,1e-08,schizophrenia,PSMD11,17:32433299,0.5763366860772896
1052,rs2068012-<b>C</b>,1e-08,schizophrenia,PRKD1,14:29721110,0.2474715748476663
667,rs7143919-<b>A</b>,1e-08,schizophrenia,UNKNOWN,Mapping not available,0.3352134558227506
1453,rs62378245-<b>C</b>,1e-08,schizophrenia,MEF2C-AS1,5:89448145,0.7700921658986175
663,rs10860960-<b>T</b>,2e-08,schizophrenia,C12orf42,12:103200284,0.3099523557437798
1460,rs72986630-<b>T</b>,2e-08,schizophrenia,ZNF823,19:11738921,0.04036989795918367
317,rs7927176-<b>?</b>,2e-08,schizophrenia,GRAMD1B,11:123525156,-1.0
318,rs6990941-<b>?</b>,2e-08,schizophrenia,UNKNOWN,8:88632202,-1.0
2445,rs890235-<b>G</b>,2e-08,schizophrenia,LINC01289,8:63803912,0.49465325569084173
2445,rs890235-<b>G</b>,2e-08,schizophrenia,LINC01414,8:63803912,0.49465325569084173
165,rs2764766-<b>C</b>,2e-08,schizophrenia,CCDC192,5:127877933,0.32371625198517734
2426,rs4146645-<b>A</b>,2e-08,schizophrenia,PCDH15,10:54023386,0.5439915299100053
2063,rs13236223-<b>?</b>,2e-08,schizophrenia,BRAF,7:140967165,-1.0
2063,rs13236223-<b>?</b>,2e-08,schizophrenia,CCT4P1,7:140967165,-1.0
2108,rs34542576-<b>?</b>,2e-08,schizophrenia,PCNX1,14:71068776,-1.0
206,rs11534004-<b>G</b>,2e-08,schizophrenia,PPP1R3A,7:113827389,0.1987008467695163
547,rs3810449-<b>?</b>,2e-08,schizophrenia,THAP8,19:36040011,-1.0
608,rs6903570-<b>C</b>,2e-08,schizophrenia,EYS,6:64156964,0.2530777537796976
653,rs484201-<b>T</b>,2e-08,schizophrenia,MACROD1,11:64023459,0.38764551565830463
607,rs11740474-<b>T</b>,2e-08,schizophrenia,GALNT10,5:154301187,0.3903652726310217
652,rs7951870-<b>T</b>,2e-08,schizophrenia,UNKNOWN,Mapping not available,0.8459700541573749
2376,rs492430-<b>T</b>,2e-08,schizophrenia,POP7,7:100715476,0.1664372683959767
2376,rs492430-<b>T</b>,2e-08,schizophrenia,EPO,7:100715476,0.1664372683959767
2433,rs7322886-<b>T</b>,2e-08,schizophrenia,RCBTB1,13:49605318,0.5782587126379759
2433,rs7322886-<b>T</b>,2e-08,schizophrenia,ARL11,13:49605318,0.5782587126379759
2092,rs61867294-<b>?</b>,2e-08,schizophrenia,SORCS3,10:104809449,-1.0
2379,rs6563592-<b>T</b>,2e-08,schizophrenia,LINC00571,13:38240802,0.4287983059820011
650,rs61867294-<b>A</b>,2e-08,schizophrenia,SORCS3,10:104809449,0.8290100582318687
717,rs7807720-<b>A</b>,2e-08,schizophrenia,UNKNOWN,7:110433698,0.6271042879830598
176,rs111782145-<b>C</b>,2e-08,schizophrenia,GTF2H4,6:30905731,0.043991529910005295
176,rs111782145-<b>C</b>,2e-08,schizophrenia,DDR1,6:30905731,0.043991529910005295
520,rs3849490-<b>?</b>,2e-08,schizophrenia,ROBO2,3:76420223,-1.0
1449,rs62200787-<b>T</b>,2e-08,schizophrenia,ZNF804A,2:184862626,0.8991000529380625
2370,rs2911914-<b>T</b>,2e-08,schizophrenia,Y_RNA,4:37819057,0.24415034409740605
2370,rs2911914-<b>T</b>,2e-08,schizophrenia,PGM2,4:37819057,0.24415034409740605
2540,rs76432012-<b>?</b>,2e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
929,rs56873913-<b>T</b>,2e-08,schizophrenia,NOSIP,19:49587942,0.7056695464362851
929,rs56873913-<b>T</b>,2e-08,schizophrenia,PRRG2,19:49587942,0.7056695464362851
31,rs56775891-<b>T</b>,2e-08,schizophrenia,KCNG2,18:79815613,0.27707781895182637
31,rs56775891-<b>T</b>,2e-08,schizophrenia,CTDP1,18:79815613,0.27707781895182637
2029,rs7636341-<b>?</b>,2e-08,schizophrenia,ROBO2,3:76172528,-1.0
2442,rs1132998-<b>C</b>,2e-08,schizophrenia,GSX2,4:54100752,0.5978256418656075
661,rs439639-<b>A</b>,2e-08,schizophrenia,TMTC1,12:29764708,0.7079936474325039
319,rs7299943-<b>?</b>,2e-08,schizophrenia,PITPNM2,12:123108938,-1.0
17,rs1191551-<b>T</b>,2e-08,schizophrenia,RNU11-5P,14:29531199,0.2080928521595738
17,rs1191551-<b>T</b>,2e-08,schizophrenia,PRKD1,14:29531199,0.2080928521595738
2049,rs114187207-<b>?</b>,2e-08,schizophrenia,OR5V1,6:29388810,-1.0
173,rs2980436-<b>A</b>,2e-08,schizophrenia,FAM86B3P,8:8234503,0.44194600016718216
2429,rs11169294-<b>G</b>,2e-08,schizophrenia,CERS5,12:50168215,0.3626111817026684
2429,rs11169294-<b>G</b>,2e-08,schizophrenia,LIMA1,12:50168215,0.3626111817026684
2444,rs6467912-<b>C</b>,2e-08,schizophrenia,PCLO,7:82804512,0.45700503355704697
764,rs4987094-<b>A</b>,2e-08,schizophrenia,TTC12,11:113345201,0.09255418374610343
349,rs10777342-<b>?</b>,2e-08,schizophrenia,LINC02404,12:91863357,-1.0
367,rs2957582-<b>?</b>,2e-08,schizophrenia,FRMD5,15:43965756,-1.0
469,rs2612614-<b>?</b>,2e-08,schizophrenia,MIR124-2HG,8:64398279,-1.0
2455,rs7494766-<b>G</b>,2e-08,schizophrenia,NIN,14:50752053,0.5048303271170895
479,rs533123-<b>?</b>,2e-08,schizophrenia,OPRD1,1:28814643,-1.0
958,rs13261481-<b>T</b>,2e-08,schizophrenia,UNKNOWN,8:59789242,0.6411075612353567
2341,rs10860964-<b>T</b>,2e-08,schizophrenia,C12orf42,12:103202677,0.6884595023822128
808,rs1353545-<b>C</b>,2e-08,schizophrenia,FHIT,3:60302116,0.35374725931831774
1986,rs13176930-<b>?</b>,2e-08,schizophrenia,LINC01470,5:153285161,-1.0
371,rs783540-<b>?</b>,2e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
2422,rs156089-<b>C</b>,2e-08,schizophrenia,CYSTM1,5:140142743,0.36388959066145843
2422,rs156089-<b>C</b>,2e-08,schizophrenia,IGIP,5:140142743,0.36388959066145843
686,rs2339519-<b>A</b>,2e-08,schizophrenia,LINC01830,2:22381268,0.4594914718888187
2459,rs281377-<b>C</b>,2e-08,schizophrenia,FUT2,19:48703346,0.5518116341744023
394,rs4734654-<b>?</b>,2e-08,schizophrenia,KLF10,8:102657763,-1.0
394,rs4734654-<b>?</b>,2e-08,schizophrenia,ADI1P2,8:102657763,-1.0
1029,rs73229090-<b>C</b>,2e-08,schizophrenia,GULOP,8:27584610,0.9042757350118984
1978,rs3740393-<b>?</b>,2e-08,schizophrenia,BORCS7-ASMT,10:102876898,-1.0
1978,rs3740393-<b>?</b>,2e-08,schizophrenia,AS3MT,10:102876898,-1.0
620,rs1339227-<b>T</b>,2e-08,schizophrenia,RIMS1,6:72445999,0.32119032728788827
385,rs2634447-<b>?</b>,2e-08,schizophrenia,PSD3,8:18584841,-1.0
2453,rs11104379-<b>G</b>,2e-08,schizophrenia,RPL23AP68,12:87266212,0.20469229954453977
790,rs7012816-<b>A</b>,2e-08,schizophrenia,PRDM14,8:70052508,0.14759131815775542
401,rs61847303-<b>?</b>,2e-08,schizophrenia,PRKG1,10:52180766,-1.0
1066,rs8044995-<b>A</b>,2e-08,schizophrenia,NFATC3,16:68155437,0.21022350077450763
1065,rs12325245-<b>T</b>,2e-08,schizophrenia,CNOT1,16:58647489,0.06559234546141257
1065,rs12325245-<b>T</b>,2e-08,schizophrenia,SLC38A7,16:58647489,0.06559234546141257
127,rs12421382-<b>C</b>,2e-08,schizophrenia,C11orf87,11:109507345,0.8117905953208246
2477,rs1879250-<b>?</b>,2e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
682,rs17659437-<b>T</b>,2e-08,schizophrenia,BRINP2,1:177337251,0.8593890639063907
682,rs17659437-<b>T</b>,2e-08,schizophrenia,LINC01645,1:177337251,0.8593890639063907
1078,rs12845396-<b>T</b>,2e-08,schizophrenia,NLGN4X,X:6111492,0.27276264591439686
762,rs1864774-<b>C</b>,2e-08,schizophrenia,DLG2,11:83488233,0.39630927241313113
665,rs10149407-<b>T</b>,2e-08,schizophrenia,PRKD1,14:29718199,0.19671297865130463
960,rs11027827-<b>C</b>,2e-08,schizophrenia,LINC02686,11:24353633,0.438644785600847
1873,rs11532322-<b>A</b>,2e-08,schizophrenia,C12orf65,12:123246876,0.44606443719412725
1872,rs14403-<b>C</b>,2e-08,schizophrenia,AKT3,1:243500591,0.8097520418643321
2195,rs56282503-<b>?</b>,2e-08,schizophrenia,PAK6,15:40274558,-1.0
1902,rs7914558-<b>G</b>,2e-08,schizophrenia,CNNM2,10:103016151,0.5805870322259687
1603,rs12360997-<b>G</b>,2e-08,schizophrenia,Y_RNA,11:24364023,0.4520910534674431
51,rs35065479-<b>A</b>,2e-08,schizophrenia,MSI2,17:57659374,0.1610546378653113
133,rs28607014-<b>C</b>,2e-08,schizophrenia,NOS1,12:117270806,0.6543144520910534
1622,rs2945232-<b>C</b>,2e-08,schizophrenia,ALG1L13P,8:8240516,0.4487559555320275
1622,rs2945232-<b>C</b>,2e-08,schizophrenia,FAM86B3P,8:8240516,0.4487559555320275
2194,rs4240748-<b>?</b>,2e-08,schizophrenia,LINC02404,12:91853010,-1.0
1968,rs6704768-<b>?</b>,2e-08,schizophrenia,GIGYF2,2:232727791,-1.0
419,rs7811417-<b>?</b>,2e-08,schizophrenia,SP4,7:21494534,-1.0
2193,rs35604463-<b>?</b>,2e-08,schizophrenia,BCL11B,14:99245695,-1.0
2192,rs146678232-<b>?</b>,2e-08,schizophrenia,GSDME,7:24737471,-1.0
2066,rs7819570-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,8:88576397,-1.0
2443,rs12652777-<b>T</b>,3.0000000000000004e-08,schizophrenia,SGCD,5:156348065,0.5186053783614759
2550,rs17073903-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
1549,rs76355118-<b>G</b>,3.0000000000000004e-08,schizophrenia,EPC2,2:148654436,0.038461538461538464
1939,rs2068012-<b>?</b>,3.0000000000000004e-08,schizophrenia,PRKD1,14:29721110,-1.0
1736,rs10425465-<b>T</b>,3.0000000000000004e-08,schizophrenia,PEPD,19:33407028,0.729478680743105
2519,rs7121067-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available,-1.0
1373,rs1367858-<b>T</b>,3.0000000000000004e-08,schizophrenia,SPATS2L,2:200296048,0.31916357861302275
714,rs11982256-<b>T</b>,3.0000000000000004e-08,schizophrenia,DMTF1,7:87170125,0.9620963472736898
625,rs17212432-<b>T</b>,3.0000000000000004e-08,schizophrenia,PCLO,7:82811604,0.4482265749073584
684,rs10803138-<b>A</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,Mapping not available,0.23304091609187705
2012,rs72769124-<b>?</b>,3.0000000000000004e-08,schizophrenia,UNKNOWN,1:239046758,-1.0
1907,rs12966547-<b>G</b>,3.0000000000000004e-08,schizophrenia,LINC01929,18:55084786,0.5902362978106191
