variant_and_allele,p_value,trait,gene,location,af,tissues
rs76939711-<b>A</b>,3e-06,schizophrenia,DNAJB8-AS1,3:128468391,0.016612495485734922,
rs8063446-<b>?</b>,3e-06,schizophrenia,SLC7A6OS,16:68310460,-1.0,
rs76049629-<b>G</b>,3e-06,schizophrenia,ATOH1,4:93837884,0.09248033019476333,
rs8133932-<b>C</b>,3e-06,schizophrenia,PCBP3,21:45791171,0.7862890418210694,
rs77868089-<b>A</b>,3e-06,schizophrenia,AZU1P1,13:39822000,0.018921249281471545,
rs77868089-<b>A</b>,3e-06,schizophrenia,CDKN2AIPNLP3,13:39822000,0.018921249281471545,
rs78037194-<b>G</b>,3e-06,schizophrenia,FMN2,1:240059390,0.0796195652173913,Nerve_Tibial&Testis
rs7688014-<b>C</b>,3e-06,schizophrenia,SLC9B2,4:103053903,0.6003705664372684,Artery_Coronary&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs114726755-<b>T</b>,3e-06,schizophrenia,CRB1,1:197324293,0.984817039868924,
rs2252865-<b>?</b>,3e-06,schizophrenia,RERE,1:8362616,-1.0,Brain_Caudate_basal_ganglia&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Muscularis&Thyroid&Breast_Mammary_Tissue&Whole_Blood&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Lung&Heart_Left_Ventricle&Nerve_Tibial&Pancreas
chr6:55564517-<b>?</b>,3e-06,schizophrenia,UNKNOWN,6:55564517,-1.0,
rs4685495-<b>A</b>,3e-06,schizophrenia,CNTN4,3:2195173,0.277435954804788,
rs354225-<b>G</b>,3e-06,schizophrenia,EML6,2:54696629,0.6130757014293277,Brain_Cortex&Whole_Blood&Adipose_Subcutaneous&Lung&Testis&Brain_Caudate_basal_ganglia&Artery_Tibial&Spleen&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Artery_Aorta&Pancreas&Adipose_Visceral_Omentum&Muscle_Skeletal&Esophagus_Mucosa&Prostate
rs354225-<b>G</b>,3e-06,schizophrenia,SPTBN1,2:54696629,0.6130757014293277,Brain_Cortex&Whole_Blood&Adipose_Subcutaneous&Lung&Testis&Brain_Caudate_basal_ganglia&Artery_Tibial&Spleen&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Artery_Aorta&Pancreas&Adipose_Visceral_Omentum&Muscle_Skeletal&Esophagus_Mucosa&Prostate
rs66831316-<b>?</b>,3e-06,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs3931099-<b>T</b>,3e-06,schizophrenia,ANKFY1,17:4192446,-1.0,
rs1009080-<b>?</b>,3e-06,schizophrenia,LINC01648,1:29958713,-1.0,
rs6424555-<b>T</b>,3e-06,schizophrenia,LINC02238,1:73616692,0.4120698782424563,Testis
rs10900020-<b>?</b>,3e-06,schizophrenia,LINC02881,10:44331749,-1.0,
rs10900020-<b>?</b>,3e-06,schizophrenia,CXCL12,10:44331749,-1.0,
rs72749142-<b>G</b>,3e-06,schizophrenia,KIF21B,1:200982179,0.8658970249424021,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Artery_Coronary&Testis&Artery_Tibial&Skin_Sun_Exposed_Lower_leg&Artery_Aorta&Minor_Salivary_Gland&Esophagus_Mucosa
rs582580-<b>G</b>,3e-06,schizophrenia,ARL2,11:65004475,0.4893705163180762,
rs582580-<b>G</b>,3e-06,schizophrenia,BATF2,11:65004475,0.4893705163180762,
rs58950470-<b>T</b>,3e-06,schizophrenia,PCNX3,11:65616284,0.21483222713864306,
rs1869901-<b>?</b>,3e-06,schizophrenia,PLCB2,15:40303426,-1.0,
rs7172342-<b>?</b>,4e-06,schizophrenia,RORA,15:61044243,-1.0,
rs7002619-<b>T</b>,4e-06,schizophrenia,MSR1,8:16208048,0.13155108523028058,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Colon_Transverse&Artery_Tibial&Stomach&Nerve_Tibial&Artery_Aorta&Muscle_Skeletal
rs146300688-<b>C</b>,4e-06,schizophrenia,LINC01320,2:34062217,0.9829539438856538,
rs7266699-<b>C</b>,4e-06,schizophrenia,PHACTR3,20:59678383,0.20185024339992325,
rs72793138-<b>A</b>,4e-06,schizophrenia,PCDH15,10:53721128,0.01264763779527559,
rs10052004-<b>?</b>,4e-06,schizophrenia,SALL4P1,5:57370673,-1.0,
rs61990820-<b>A</b>,4e-06,schizophrenia,NRXN3,14:79899927,0.06458443620963472,
rs7531932-<b>A</b>,4e-06,schizophrenia,NEGR1,1:71668902,0.562634989200864,
rs7551345-<b>A</b>,4e-06,schizophrenia,ZCCHC17,1:31359023,0.09628629304523972,Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Putamen_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Nerve_Tibial&Brain_Cerebellum
rs76405237-<b>G</b>,4e-06,schizophrenia,TMEM178B,7:141271019,0.9695215311004785,
rs12432904-<b>G</b>,4e-06,schizophrenia,EIF5,14:103345983,0.7962647108988572,
rs12432904-<b>G</b>,4e-06,schizophrenia,HMGB3P26,14:103345983,0.7962647108988572,
rs1251350-<b>C</b>,4e-06,schizophrenia,RN7SL825P,10:32004006,0.2650608787718369,
rs1251350-<b>C</b>,4e-06,schizophrenia,KIF5B,10:32004006,0.2650608787718369,
rs12595305-<b>T</b>,4e-06,schizophrenia,MIR9-3HG,15:89356393,0.6461602248122725,
rs12595305-<b>T</b>,4e-06,schizophrenia,POLG-DT,15:89356393,0.6461602248122725,
rs12723316-<b>G</b>,4e-06,schizophrenia,LINC01725,1:83848587,0.8615290144304575,Skin_Sun_Exposed_Lower_leg&Thyroid&Artery_Aorta&Prostate
rs4846033-<b>?</b>,4e-06,schizophrenia,AGTRAP,1:11728507,-1.0,
rs4846033-<b>?</b>,4e-06,schizophrenia,DRAXIN,1:11728507,-1.0,
rs12431204-<b>A</b>,4e-06,schizophrenia,TRPC4,13:37876098,0.4256489221293445,
rs12431204-<b>A</b>,4e-06,schizophrenia,LINC02334,13:37876098,0.4256489221293445,
rs7017212-<b>?</b>,4e-06,schizophrenia,MSRA,8:10165428,-1.0,
rs28669119-<b>G</b>,4e-06,schizophrenia,MEF2C-AS1,5:88909036,0.8386260531432275,Muscle_Skeletal
rs2977125-<b>T</b>,4e-06,schizophrenia,TRMT9B,8:12915747,0.10847862767154104,Stomach
rs2977125-<b>T</b>,4e-06,schizophrenia,LINC00681,8:12915747,0.10847862767154104,Stomach
rs337718-<b>T</b>,4e-06,schizophrenia,UNKNOWN,18:72107043,0.3014412165229233,
rs34411452-<b>T</b>,4e-06,schizophrenia,UBLCP1,5:159261655,0.8444622397437477,
rs34411452-<b>T</b>,4e-06,schizophrenia,LINC01932,5:159261655,0.8444622397437477,
rs34777351-<b>C</b>,4e-06,schizophrenia,UNKNOWN,18:25526259,0.615352038115405,
rs35123781-<b>G</b>,4e-06,schizophrenia,RNU6-236P,5:139685595,0.373931070225447,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Adipose_Subcutaneous&Testis&Artery_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Cells_Cultured_fibroblasts&Muscle_Skeletal&Esophagus_Mucosa
rs35123781-<b>G</b>,4e-06,schizophrenia,CXXC5,5:139685595,0.373931070225447,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Adipose_Subcutaneous&Testis&Artery_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Cells_Cultured_fibroblasts&Muscle_Skeletal&Esophagus_Mucosa
rs112627313-<b>A</b>,4e-06,schizophrenia,U3,3:45288559,0.11842244573848595,Artery_Tibial&Esophagus_Mucosa
rs10788251-<b>C</b>,4e-06,schizophrenia,TACC2,10:122142449,0.15025749178478592,
rs11039131-<b>C</b>,4e-06,schizophrenia,DDB2,11:47210487,0.7134951456310681,
rs11039131-<b>C</b>,4e-06,schizophrenia,PACSIN3,11:47210487,0.7134951456310681,
rs10932194-<b>G</b>,4e-06,schizophrenia,CREB1,2:207465706,0.3368978295394389,Cells_Cultured_fibroblasts
rs6917824-<b>G</b>,4e-06,schizophrenia,NKAIN2,6:124021518,0.1861516945874372,
rs1046089-<b>G</b>,4e-06,schizophrenia,PRRC2A,6:31635190,0.6519621145432763,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs4776059-<b>T</b>,4e-06,schizophrenia,FAM214A,15:52594765,0.6370122742241293,
rs12426725-<b>?</b>,4e-06,schizophrenia,PPFIA2,12:81449349,-1.0,
rs4427170-<b>T</b>,4e-06,schizophrenia,SGCZ,8:14996272,0.3427155599603568,
rs1572299-<b>A</b>,4e-06,schizophrenia,UNKNOWN,9:118584139,-1.0,
rs4084594-<b>T</b>,4e-06,schizophrenia,NT5ELP,5:64418618,0.5876124933827422,Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Testis&Esophagus_Gastroesophageal_Junction&Brain_Putamen_basal_ganglia&Brain_Cerebellar_Hemisphere&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Brain_Nucleus_accumbens_basal_ganglia&Breast_Mammary_Tissue&Brain_Cerebellum
rs36109662-<b>G</b>,4e-06,schizophrenia,LHFPL3,7:104443254,0.1192694547379566,
rs79169085-<b>C</b>,4e-06,schizophrenia,SKAP1,17:48220153,0.9844738840604168,
rs80353807-<b>G</b>,4e-06,schizophrenia,ZNF365,10:62559780,0.9456370562979984,
rs17766408-<b>T</b>,4e-06,schizophrenia,RPSAP52,12:65791310,0.8465936446798267,
rs17684571-<b>C</b>,4e-06,schizophrenia,DST,6:56710873,0.9063516855395028,Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis&Thyroid&Artery_Aorta&Adrenal_Gland&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary
rs1734907-<b>A</b>,4e-06,schizophrenia,POP7,7:100717894,0.1496213316503629,Brain_Caudate_basal_ganglia&Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs1734907-<b>A</b>,4e-06,schizophrenia,EPO,7:100717894,0.1496213316503629,Brain_Caudate_basal_ganglia&Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs13004237-<b>G</b>,4e-06,schizophrenia,UNKNOWN,Mapping not available,-1.0,
rs11712112-<b>A</b>,4e-06,schizophrenia,MGLL,3:128023522,0.0930763255000971,Testis
rs9341835-<b>C</b>,4e-06,schizophrenia,EEF1B2P5,6:63416275,0.4492672476751546,Whole_Blood&Brain_Spinal_cord_cervical_c-1&Lung&Spleen&Small_Intestine_Terminal_Ileum&Brain_Substantia_nigra&Prostate
rs9341835-<b>C</b>,4e-06,schizophrenia,LGSN,6:63416275,0.4492672476751546,Whole_Blood&Brain_Spinal_cord_cervical_c-1&Lung&Spleen&Small_Intestine_Terminal_Ileum&Brain_Substantia_nigra&Prostate
rs11599218-<b>G</b>,4e-06,schizophrenia,CFAP58,10:104445317,0.8043254376930999,
rs369019574-<b>A</b>,4e-06,schizophrenia,UNKNOWN,9:79271833,-1.0,
rs2144051-<b>G</b>,4e-06,schizophrenia,LINC02304,14:97078236,0.023997741389045736,
rs144759648-<b>A</b>,4e-06,schizophrenia,NOM1,7:156943329,0.974726420010422,Cells_Cultured_fibroblasts
rs144759648-<b>A</b>,4e-06,schizophrenia,LMBR1,7:156943329,0.974726420010422,Cells_Cultured_fibroblasts
rs11864208-<b>C</b>,4e-06,schizophrenia,ADCY7,16:50243303,0.6925287356321839,
rs11864208-<b>C</b>,4e-06,schizophrenia,TENT4B,16:50243303,0.6925287356321839,
rs10218712-<b>T</b>,4e-06,schizophrenia,FOXO6,1:41366625,0.7243207816968541,Heart_Atrial_Appendage&Lung&Artery_Tibial&Stomach&Liver&Nerve_Tibial&Thyroid&Cells_Cultured_fibroblasts&Pancreas&Breast_Mammary_Tissue&Artery_Aorta&Adrenal_Gland&Spleen
rs1267813-<b>G</b>,4e-06,schizophrenia,JAM3,11:134111180,0.6403967153673883,
rs55970365-<b>C</b>,4e-06,schizophrenia,LINC01370,20:40096545,0.05140285865537322,
rs7811528-<b>G</b>,4e-06,schizophrenia,TTYH3,7:2663182,0.17670725251455796,Nerve_Tibial&Artery_Tibial&Breast_Mammary_Tissue
rs4798896-<b>?</b>,4e-06,schizophrenia,UNKNOWN,18:78152922,-1.0,
rs1335882-<b>T</b>,4e-06,schizophrenia,SPATA2P1,13:56258138,0.6324510322922181,
rs1351356-<b>T</b>,4e-06,schizophrenia,MED30,8:117587883,0.6990370049772776,Muscle_Skeletal&Artery_Tibial
rs1389724-<b>T</b>,4e-06,schizophrenia,NRBF2P3,1:110814219,0.3357450443696717,Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Heart_Left_Ventricle&Esophagus_Gastroesophageal_Junction&Artery_Tibial&Nerve_Tibial&Thyroid&Cells_Cultured_fibroblasts&Brain_Cerebellum&Muscle_Skeletal
rs1389724-<b>T</b>,4e-06,schizophrenia,Y_RNA,1:110814219,0.3357450443696717,Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Heart_Left_Ventricle&Esophagus_Gastroesophageal_Junction&Artery_Tibial&Nerve_Tibial&Thyroid&Cells_Cultured_fibroblasts&Brain_Cerebellum&Muscle_Skeletal
rs16945898-<b>?</b>,4e-06,schizophrenia,UNKNOWN,17:12322858,-1.0,
rs67900830-<b>A</b>,4e-06,schizophrenia,CRYAA,21:43195762,0.12424563260984647,
rs189918-<b>C</b>,4e-06,schizophrenia,DNAJC11,1:6677152,-1.0,
rs16831047-<b>A</b>,4e-06,schizophrenia,RNU7-147P,2:199145752,0.1585091474781759,Skin_Sun_Exposed_Lower_leg&Colon_Transverse
rs72963233-<b>C</b>,4e-06,schizophrenia,UNKNOWN,18:34349283,0.05246161990471149,
rs72975629-<b>C</b>,4e-06,schizophrenia,UNKNOWN,3:135767692,0.0617786417203256,Cells_Cultured_fibroblasts
rs41464545-<b>G</b>,4e-06,schizophrenia,LINC02232,4:64952689,0.1357081611972874,Thyroid&Brain_Frontal_Cortex_BA9&Brain_Cortex&Brain_Anterior_cingulate_cortex_BA24
rs11685323-<b>C</b>,5e-06,schizophrenia,SPAG16,2:213848854,0.4732849604221636,Testis
rs4530903-<b>?</b>,5e-06,schizophrenia,HLA-DQA1,6:32614112,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs4530903-<b>?</b>,5e-06,schizophrenia,HLA-DRB1,6:32614112,-1.0,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs6935231-<b>A</b>,5e-06,schizophrenia,COL21A1,6:56339106,0.27113954808974816,
rs10744422-<b>C</b>,5e-06,schizophrenia,HIP1R,12:122852242,0.8637374272101641,
rs117900362-<b>C</b>,5e-06,schizophrenia,KIAA1217,10:23861388,0.00041608876560332873,
rs259282-<b>T</b>,5e-06,schizophrenia,ANKRD27,19:32672137,0.5581789306511382,
rs10860965-<b>?</b>,5e-06,schizophrenia,C12orf42,12:103211559,-1.0,
rs1863824-<b>G</b>,5e-06,schizophrenia,GRID1,10:86353182,0.3805185704274702,
rs12682527-<b>C</b>,5e-06,schizophrenia,ASH2L,8:21463493,0.9662875234521576,
rs9879311-<b>T</b>,5e-06,schizophrenia,ATP2B2,3:10373659,0.5746593701139155,Artery_Tibial&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Nerve_Tibial&Pituitary&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs1561296-<b>T</b>,5e-06,schizophrenia,SPATS2L,2:200443394,0.4809595247084071,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Esophagus_Muscularis&Lung
rs12540205-<b>C</b>,5e-06,schizophrenia,ATXN7L1,7:105670146,0.6102313217578191,
rs41268902-<b>A</b>,5e-06,schizophrenia,TNXB,6:32103231,0.07898358920063525,Artery_Coronary&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Adipose_Subcutaneous&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Nerve_Tibial&Pituitary&Pancreas&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs4757144-<b>G</b>,5e-06,schizophrenia,ARNTL,11:13309679,0.4510078008747802,
rs1516570-<b>A</b>,5e-06,schizophrenia,GRM7,3:6963334,0.331722915779782,
rs144223816-<b>G</b>,5e-06,schizophrenia,UNKNOWN,5:45835157,0.4738660907127429,Heart_Atrial_Appendage&Adipose_Subcutaneous&Testis&Esophagus_Muscularis&Pancreas&Muscle_Skeletal
rs7551222-<b>A</b>,5e-06,schizophrenia,LRRN2,1:204630167,0.7054842726436035,Whole_Blood&Testis&Esophagus_Gastroesophageal_Junction&Esophagus_Muscularis&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Adipose_Visceral_Omentum&Esophagus_Mucosa
rs2957613-<b>T</b>,5e-06,schizophrenia,SCAPER,15:76408248,0.09114335553441168,
rs9317639-<b>C</b>,5e-06,schizophrenia,PCDH9,13:67112708,0.9393329804129168,
rs13020137-<b>A</b>,5e-06,schizophrenia,RAB6C,2:129999731,0.42235421166306697,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Uterus&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs13020137-<b>A</b>,5e-06,schizophrenia,ARHGAP42P2,2:129999731,0.42235421166306697,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Uterus&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs975752-<b>A</b>,5e-06,schizophrenia,ERLIN1,10:100146576,0.1120883616281448,
rs975752-<b>A</b>,5e-06,schizophrenia,SPCS2P2,10:100146576,0.1120883616281448,
rs7610761-<b>A</b>,5e-06,schizophrenia,LPP,3:188467141,0.28214904679376085,
rs12195417-<b>C</b>,5e-06,schizophrenia,PRSS35,6:83463309,0.33269629437678155,Heart_Atrial_Appendage&Brain_Spinal_cord_cervical_c-1&Testis&Artery_Tibial&Liver&Cells_Cultured_fibroblasts&Pancreas&Artery_Aorta&Adrenal_Gland&Spleen
rs12195417-<b>C</b>,5e-06,schizophrenia,ME1,6:83463309,0.33269629437678155,Heart_Atrial_Appendage&Brain_Spinal_cord_cervical_c-1&Testis&Artery_Tibial&Liver&Cells_Cultured_fibroblasts&Pancreas&Artery_Aorta&Adrenal_Gland&Spleen
rs6736848-<b>T</b>,5e-06,schizophrenia,RNU6-1001P,2:155012155,0.42541026998411857,Brain_Cortex&Brain_Cerebellar_Hemisphere&Brain_Cerebellum
rs6736848-<b>T</b>,5e-06,schizophrenia,CBX3P6,2:155012155,0.42541026998411857,Brain_Cortex&Brain_Cerebellar_Hemisphere&Brain_Cerebellum
